text,sentiment,contains_unusual,tokens
their regular toasted bread was equally satisfying with the occasional pats of butter mmmm,1,False,"['regular', 'toasted', 'bread', 'equally', 'satisfying', 'occasional', 'pats', 'butter', 'mmmm']"
the buffet at bellagio was far from what i anticipated,0,False,"['buffet', 'bellagio', 'far', 'anticipated']"
and the drinks are weak people,0,False,"['drinks', 'weak', 'people']"
my order was not correct,0,False,"['order', 'correct']"
also i feel like the chips are bought not made in house,0,False,"['also', 'feel', 'like', 'chips', 'bought', 'made', 'house']"
after the disappointing dinner we went elsewhere for dessert,0,False,"['disappointing', 'dinner', 'went', 'elsewhere', 'dessert']"
the chips and sals a here is amazing,1,False,"['chips', 'sals', 'amazing']"
we wont be returning,0,False,"['wont', 'returning']"
this is my new fav vegas buffet spot,1,False,"['new', 'fav', 'vegas', 'buffet', 'spot']"
i seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off,0,False,"['seriously', 'cannot', 'believe', 'owner', 'many', 'unexperienced', 'employees', 'running', 'around', 'like', 'chickens', 'heads', 'cut']"
very very sad,0,False,['sad']
i felt insulted and disrespected how could you talk and judge another human being like that,0,False,"['felt', 'insulted', 'disrespected', 'could', 'talk', 'judge', 'another', 'human', 'like']"
how can you call yourself a steakhouse if you cant properly cook a steak i dont understand,0,False,"['call', 'steakhouse', 'cant', 'properly', 'cook', 'steak', 'dont', 'understand']"
im not impressed with the concept or the food,0,False,"['im', 'impressed', 'concept', 'food']"
the only thing i wasnt too crazy about was their guacamole as i dont like it puréed,0,True,"['thing', 'wasnt', 'crazy', 'guacamole', 'dont', 'like', 'puréed']"
there is really nothing for me at postinos hope your experience is better,0,False,"['really', 'nothing', 'postinos', 'hope', 'experience', 'better']"
i got food poisoning here at the buffet,0,False,"['got', 'food', 'poisoning', 'buffet']"
they brought a fresh batch of fries and i was thinking yay something warm but no,0,False,"['brought', 'fresh', 'batch', 'fries', 'thinking', 'yay', 'something', 'warm']"
what should have been a hilarious yummy christmas eve dinner to remember was the biggest fail of the entire trip for us,0,False,"['hilarious', 'yummy', 'christmas', 'eve', 'dinner', 'remember', 'biggest', 'fail', 'entire', 'trip', 'us']"
needless to say i wont be going back anytime soon,0,False,"['needless', 'say', 'wont', 'going', 'back', 'anytime', 'soon']"
this place is disgusting,0,False,"['place', 'disgusting']"
every time i eat here i see caring teamwork to a professional degree,1,False,"['every', 'time', 'eat', 'see', 'caring', 'teamwork', 'professional', 'degree']"
the ri style calamari was a joke,0,False,"['ri', 'style', 'calamari', 'joke']"
however there was so much garlic in the fondue it was barely edible,0,False,"['however', 'much', 'garlic', 'fondue', 'barely', 'edible']"
i could barely stomach the meal but didnt complain because it was a business lunch,0,False,"['could', 'barely', 'stomach', 'meal', 'didnt', 'complain', 'business', 'lunch']"
it was so bad i had lost the heart to finish it,0,False,"['bad', 'lost', 'heart', 'finish']"
it also took her forever to bring us the check when we asked for it,0,False,"['also', 'took', 'forever', 'bring', 'us', 'check', 'asked']"
we arent ones to make a scene at restaurants but i just dont get itdefinitely lost the love after this one,0,False,"['arent', 'ones', 'make', 'scene', 'restaurants', 'dont', 'get', 'itdefinitely', 'lost', 'love', 'one']"
disappointing experience,0,False,"['disappointing', 'experience']"
the food is about on par with dennys which is to say not good at all,0,False,"['food', 'par', 'dennys', 'say', 'good']"
if you want to wait for mediocre food and downright terrible service then this is the place for you,0,False,"['want', 'wait', 'mediocre', 'food', 'downright', 'terrible', 'service', 'place']"
waaaaaayyyyyyyyyy over rated is all i am saying,0,False,"['waaaaaayyyyyyyyyy', 'rated', 'saying']"
we wont be going back,0,False,"['wont', 'going', 'back']"
the place was fairly clean but the food simply wasnt worth it,0,False,"['place', 'fairly', 'clean', 'food', 'simply', 'wasnt', 'worth']"
this place lacked style,0,False,"['place', 'lacked', 'style']"
the sangria was about half of a glass wine full and was 12 ridiculous,0,False,"['sangria', 'half', 'glass', 'wine', 'full', '12', 'ridiculous']"
dont bother coming here,0,False,"['dont', 'bother', 'coming']"
the meat was pretty dry i had the sliced brisket and pulled pork,0,False,"['meat', 'pretty', 'dry', 'sliced', 'brisket', 'pulled', 'pork']"
the building itself seems pretty neat the bathroom is pretty trippy but i wouldnt eat here again,0,False,"['building', 'seems', 'pretty', 'neat', 'bathroom', 'pretty', 'trippy', 'wouldnt', 'eat']"
it was equally awful,0,False,"['equally', 'awful']"
probably not in a hurry to go back,0,False,"['probably', 'hurry', 'go', 'back']"
very slow at seating even with reservation,0,False,"['slow', 'seating', 'even', 'reservation']"
not good by any stretch of the imagination,0,False,"['good', 'stretch', 'imagination']"
the cashew cream sauce was bland and the vegetables were undercooked,0,False,"['cashew', 'cream', 'sauce', 'bland', 'vegetables', 'undercooked']"
the chipolte ranch dipping sause was tasteless seemed thin and watered down with no heat,0,False,"['chipolte', 'ranch', 'dipping', 'sause', 'tasteless', 'seemed', 'thin', 'watered', 'heat']"
it was a bit too sweet not really spicy enough and lacked flavor,0,False,"['bit', 'sweet', 'really', 'spicy', 'enough', 'lacked', 'flavor']"
i was very disappointed,0,False,['disappointed']
this place is horrible and way overpriced,0,False,"['place', 'horrible', 'way', 'overpriced']"
maybe its just their vegetarian fare but ive been twice and i thought it was average at best,0,False,"['maybe', 'vegetarian', 'fare', 'ive', 'twice', 'thought', 'average', 'best']"
it wasnt busy at all and now we know why,0,False,"['wasnt', 'busy', 'know']"
the tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu,0,False,"['tables', 'outside', 'also', 'dirty', 'lot', 'time', 'workers', 'always', 'friendly', 'helpful', 'menu']"
the ambiance here did not feel like a buffet setting but more of a douchey indoor garden for tea and biscuits,0,False,"['ambiance', 'feel', 'like', 'buffet', 'setting', 'douchey', 'indoor', 'garden', 'tea', 'biscuits']"
con spotty service,0,False,"['con', 'spotty', 'service']"
the fries were not hot and neither was my burger,0,False,"['fries', 'hot', 'neither', 'burger']"
but then they came back cold,0,False,"['came', 'back', 'cold']"
then our food came out disappointment ensued,0,False,"['food', 'came', 'disappointment', 'ensued']"
the real disappointment was our waiter,0,False,"['real', 'disappointment', 'waiter']"
my husband said she was very rude did not even apologize for the bad food or anything,0,False,"['husband', 'said', 'rude', 'even', 'apologize', 'bad', 'food', 'anything']"
the only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach,0,False,"['reason', 'eat', 'would', 'fill', 'night', 'binge', 'drinking', 'get', 'carbs', 'stomach']"
insults profound deuchebaggery and had to go outside for a smoke break while serving just to solidify it,0,False,"['insults', 'profound', 'deuchebaggery', 'go', 'outside', 'smoke', 'break', 'serving', 'solidify']"
if someone orders two tacos dont you think it may be part of customer service to ask if it is combo or ala cart,0,False,"['someone', 'orders', 'two', 'tacos', 'dont', 'think', 'may', 'part', 'customer', 'service', 'ask', 'combo', 'ala', 'cart']"
she was quite disappointed although some blame needs to be placed at her door,0,False,"['quite', 'disappointed', 'although', 'blame', 'needs', 'placed', 'door']"
after all the rave reviews i couldnt wait to eat herewhat a disappointment,0,False,"['rave', 'reviews', 'couldnt', 'wait', 'eat', 'herewhat', 'disappointment']"
del taco is pretty nasty and should be avoided if possible,0,False,"['del', 'taco', 'pretty', 'nasty', 'avoided', 'possible']"
its not hard to make a decent hamburger,0,False,"['hard', 'make', 'decent', 'hamburger']"
but i dont like it,0,False,"['dont', 'like']"
hell no will i go back,0,False,"['hell', 'go', 'back']"
weve have gotten a much better service from the pizza place next door than the services we received from this restaurant,0,False,"['weve', 'gotten', 'much', 'better', 'service', 'pizza', 'place', 'next', 'door', 'services', 'received', 'restaurant']"
i dont know what the big deal is about this place but i wont be back yaall,0,False,"['dont', 'know', 'big', 'deal', 'place', 'wont', 'back', 'yaall']"
i immediately said i wanted to talk to the manager but i did not want to talk to the guy who was doing shots of fireball behind the bar,0,False,"['immediately', 'said', 'wanted', 'talk', 'manager', 'want', 'talk', 'guy', 'shots', 'fireball', 'behind', 'bar']"
the ambiance isnt much better,0,False,"['ambiance', 'isnt', 'much', 'better']"
unfortunately it only set us up for disapppointment with our entrees,0,False,"['unfortunately', 'set', 'us', 'disapppointment', 'entrees']"
the food wasnt good,0,False,"['food', 'wasnt', 'good']"
your servers suck wait correction our server heimer sucked,0,False,"['servers', 'suck', 'wait', 'correction', 'server', 'heimer', 'sucked']"
what happened next was prettyoff putting,0,False,"['happened', 'next', 'prettyoff', 'putting']"
too bad cause i know its family owned i really wanted to like this place,0,False,"['bad', 'cause', 'know', 'family', 'owned', 'really', 'wanted', 'like', 'place']"
overpriced for what you are getting,0,False,"['overpriced', 'getting']"
i vomited in the bathroom mid lunch,0,False,"['vomited', 'bathroom', 'mid', 'lunch']"
i kept looking at the time and it had soon become 35 minutes yet still no food,0,False,"['kept', 'looking', 'time', 'soon', 'become', '35', 'minutes', 'yet', 'still', 'food']"
i have been to very few places to eat that under no circumstances would i ever return to and this tops the list,0,False,"['places', 'eat', 'circumstances', 'would', 'ever', 'return', 'tops', 'list']"
we started with the tuna sashimi which was brownish in color and obviously wasnt fresh,0,False,"['started', 'tuna', 'sashimi', 'brownish', 'color', 'obviously', 'wasnt', 'fresh']"
food was below average,0,False,"['food', 'average']"
it sure does beat the nachos at the movies but i would expect a little bit more coming from a restaurant,0,False,"['sure', 'beat', 'nachos', 'movies', 'would', 'expect', 'little', 'bit', 'coming', 'restaurant']"
all in all ha long bay was a bit of a flop,0,False,"['ha', 'long', 'bay', 'bit', 'flop']"
the problem i have is that they charge 1199 for a sandwich that is no bigger than a subway sub which offers better and more amount of vegetables,0,False,"['problem', 'charge', '1199', 'sandwich', 'bigger', 'subway', 'sub', 'offers', 'better', 'amount', 'vegetables']"
shrimp when i unwrapped it i live only 12 a mile from brushfire it was literally ice cold,0,False,"['shrimp', 'unwrapped', 'live', '12', 'mile', 'brushfire', 'literally', 'ice', 'cold']"
it lacked flavor seemed undercooked and dry,0,False,"['lacked', 'flavor', 'seemed', 'undercooked', 'dry']"
it really is impressive that the place hasnt closed down,0,False,"['really', 'impressive', 'place', 'hasnt', 'closed']"
i would avoid this place if you are staying in the mirage,0,False,"['would', 'avoid', 'place', 'staying', 'mirage']"
the refried beans that came with my meal were dried out and crusty and the food was bland,0,False,"['refried', 'beans', 'came', 'meal', 'dried', 'crusty', 'food', 'bland']"
spend your money and time some place else,0,False,"['spend', 'money', 'time', 'place', 'else']"
a lady at the table next to us found a live green caterpillar in her salad,0,False,"['lady', 'table', 'next', 'us', 'found', 'live', 'green', 'caterpillar', 'salad']"
the presentation of the food was awful,0,False,"['presentation', 'food', 'awful']"
